cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the wcl selected dataset.
load parameters
Now try to run the WCL algorithm
Selected 3069 boundary instances.
Select 50.00 percent samples, 617 overlapping with the pre-selected boundary samples
The unique selected subset size is: 22452
Use multiple GPU to train the network.
Use 100 epochs

Epoch: 0
 [>................................................................] 1/88   Step: 42s680ms | Tot: 0ms | Loss: 0.236 | Acc: 91.797% (235/256)              
 [>................................................................] 2/88   Step: 2s109ms | Tot: 2s109ms | Loss: 0.194 | Acc: 93.555% (479/512)              
 [=>...............................................................] 3/88   Step: 979ms | Tot: 3s88ms | Loss: 0.205 | Acc: 93.229% (716/768)              
 [==>..............................................................] 4/88   Step: 1s145ms | Tot: 4s233ms | Loss: 0.213 | Acc: 92.871% (951/1024)              
 [==>..............................................................] 5/88   Step: 966ms | Tot: 5s200ms | Loss: 0.205 | Acc: 93.359% (1195/1280)              
 [===>.............................................................] 6/88   Step: 970ms | Tot: 6s170ms | Loss: 0.208 | Acc: 93.099% (1430/1536)              
 [====>............................................................] 7/88   Step: 964ms | Tot: 7s135ms | Loss: 0.212 | Acc: 93.025% (1667/1792)              
 [=====>...........................................................] 8/88   Step: 971ms | Tot: 8s106ms | Loss: 0.204 | Acc: 93.311% (1911/2048)              
 [=====>...........................................................] 9/88   Step: 1s70ms | Tot: 9s177ms | Loss: 0.207 | Acc: 93.186% (2147/2304)              
 [======>..........................................................] 10/88   Step: 968ms | Tot: 10s146ms | Loss: 0.207 | Acc: 93.125% (2384/2560)              
 [=======>.........................................................] 11/88   Step: 983ms | Tot: 11s129ms | Loss: 0.201 | Acc: 93.288% (2627/2816)              
 [========>........................................................] 12/88   Step: 966ms | Tot: 12s96ms | Loss: 0.194 | Acc: 93.587% (2875/3072)              
 [========>........................................................] 13/88   Step: 968ms | Tot: 13s64ms | Loss: 0.194 | Acc: 93.630% (3116/3328)              
 [=========>.......................................................] 14/88   Step: 1s79ms | Tot: 14s144ms | Loss: 0.191 | Acc: 93.750% (3360/3584)              
 [==========>......................................................] 15/88   Step: 975ms | Tot: 15s119ms | Loss: 0.197 | Acc: 93.568% (3593/3840)              
 [===========>.....................................................] 16/88   Step: 965ms | Tot: 16s85ms | Loss: 0.191 | Acc: 93.774% (3841/4096)              
 [===========>.....................................................] 17/88   Step: 970ms | Tot: 17s55ms | Loss: 0.193 | Acc: 93.704% (4078/4352)              
 [============>....................................................] 18/88   Step: 1s81ms | Tot: 18s137ms | Loss: 0.193 | Acc: 93.815% (4323/4608)              
 [=============>...................................................] 19/88   Step: 986ms | Tot: 19s124ms | Loss: 0.190 | Acc: 93.976% (4571/4864)              
 [==============>..................................................] 20/88   Step: 975ms | Tot: 20s100ms | Loss: 0.189 | Acc: 93.965% (4811/5120)              
 [==============>..................................................] 21/88   Step: 990ms | Tot: 21s90ms | Loss: 0.188 | Acc: 94.029% (5055/5376)              
 [===============>.................................................] 22/88   Step: 976ms | Tot: 22s66ms | Loss: 0.186 | Acc: 94.070% (5298/5632)              
 [================>................................................] 23/88   Step: 1s119ms | Tot: 23s185ms | Loss: 0.184 | Acc: 94.090% (5540/5888)              
 [================>................................................] 24/88   Step: 967ms | Tot: 24s152ms | Loss: 0.183 | Acc: 94.027% (5777/6144)              
 [=================>...............................................] 25/88   Step: 969ms | Tot: 25s122ms | Loss: 0.184 | Acc: 94.000% (6016/6400)              
 [==================>..............................................] 26/88   Step: 975ms | Tot: 26s97ms | Loss: 0.184 | Acc: 94.081% (6262/6656)              
 [===================>.............................................] 27/88   Step: 1s73ms | Tot: 27s171ms | Loss: 0.183 | Acc: 94.112% (6505/6912)              
 [===================>.............................................] 28/88   Step: 962ms | Tot: 28s133ms | Loss: 0.182 | Acc: 94.113% (6746/7168)              
 [====================>............................................] 29/88   Step: 974ms | Tot: 29s107ms | Loss: 0.181 | Acc: 94.141% (6989/7424)              
 [=====================>...........................................] 30/88   Step: 968ms | Tot: 30s76ms | Loss: 0.179 | Acc: 94.232% (7237/7680)              
 [======================>..........................................] 31/88   Step: 982ms | Tot: 31s58ms | Loss: 0.177 | Acc: 94.330% (7486/7936)              
 [======================>..........................................] 32/88   Step: 1s79ms | Tot: 32s137ms | Loss: 0.176 | Acc: 94.348% (7729/8192)              
 [=======================>.........................................] 33/88   Step: 971ms | Tot: 33s109ms | Loss: 0.173 | Acc: 94.448% (7979/8448)              
 [========================>........................................] 34/88   Step: 974ms | Tot: 34s84ms | Loss: 0.172 | Acc: 94.428% (8219/8704)              
 [=========================>.......................................] 35/88   Step: 965ms | Tot: 35s49ms | Loss: 0.172 | Acc: 94.442% (8462/8960)              
 [=========================>.......................................] 36/88   Step: 963ms | Tot: 36s13ms | Loss: 0.172 | Acc: 94.390% (8699/9216)              
 [==========================>......................................] 37/88   Step: 1s88ms | Tot: 37s102ms | Loss: 0.170 | Acc: 94.478% (8949/9472)              
 [===========================>.....................................] 38/88   Step: 975ms | Tot: 38s77ms | Loss: 0.169 | Acc: 94.521% (9195/9728)              
 [============================>....................................] 39/88   Step: 971ms | Tot: 39s49ms | Loss: 0.168 | Acc: 94.531% (9438/9984)              
 [============================>....................................] 40/88   Step: 970ms | Tot: 40s19ms | Loss: 0.167 | Acc: 94.551% (9682/10240)              
 [=============================>...................................] 41/88   Step: 1s145ms | Tot: 41s164ms | Loss: 0.167 | Acc: 94.579% (9927/10496)              
 [==============================>..................................] 42/88   Step: 971ms | Tot: 42s136ms | Loss: 0.165 | Acc: 94.615% (10173/10752)              
 [===============================>.................................] 43/88   Step: 966ms | Tot: 43s102ms | Loss: 0.164 | Acc: 94.649% (10419/11008)              
 [===============================>.................................] 44/88   Step: 964ms | Tot: 44s67ms | Loss: 0.163 | Acc: 94.664% (10663/11264)              
 [================================>................................] 45/88   Step: 968ms | Tot: 45s36ms | Loss: 0.162 | Acc: 94.714% (10911/11520)              
 [=================================>...............................] 46/88   Step: 1s72ms | Tot: 46s109ms | Loss: 0.161 | Acc: 94.752% (11158/11776)              
 [=================================>...............................] 47/88   Step: 975ms | Tot: 47s84ms | Loss: 0.161 | Acc: 94.772% (11403/12032)              
 [==================================>..............................] 48/88   Step: 978ms | Tot: 48s62ms | Loss: 0.159 | Acc: 94.816% (11651/12288)              
 [===================================>.............................] 49/88   Step: 965ms | Tot: 49s28ms | Loss: 0.158 | Acc: 94.874% (11901/12544)              
 [====================================>............................] 50/88   Step: 965ms | Tot: 49s993ms | Loss: 0.157 | Acc: 94.906% (12148/12800)              
